area__rucc,area__urban_influence,demo__birth_rate_per_1k,demo__death_rate_per_1k,demo__pct_adults_bachelors_or_higher,demo__pct_adults_less_than_a_high_school_diploma,demo__pct_adults_with_high_school_diploma,demo__pct_adults_with_some_college,demo__pct_aged_65_years_and_older,demo__pct_american_indian_or_alaskan_native,demo__pct_asian,demo__pct_below_18_years_of_age,demo__pct_female,demo__pct_hispanic,demo__pct_non_hispanic_african_american,demo__pct_non_hispanic_white,econ__economic_typology,econ__pct_civilian_labor,econ__pct_unemployment,econ__pct_uninsured_adults,econ__pct_uninsured_children,health__air_pollution_particulate_matter,health__motor_vehicle_crash_deaths_per_100k,health__pct_adult_obesity,health__pct_adult_smoking,health__pct_diabetes,health__pct_excessive_drinking,health__pct_low_birthweight,health__pct_physical_inacticity,health__pop_per_dentist,health__pop_per_primary_care_physician,heart_disease_mortality_per_100k,row_id,yr
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,12.0,9.0,0.25395256916996045,0.12450592885375494,0.32806324110671936,0.2934782608695652,0.126,0.006999999999999999,0.027999999999999997,0.23399999999999999,0.512,0.205,0.023,0.716,Federal/State government-dependent,0.49700000000000005,0.049,0.23600000000000002,0.087,9.0,16.42,0.33399999999999996,0.161,0.086,0.141,0.07,0.24600000000000002,1670.0,1529.0,259,4757,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",8.0,13.0,0.2087912087912088,0.10789210789210787,0.32267732267732263,0.3606393606393606,0.19,0.003,0.005,0.18899999999999997,0.444,0.051,0.055999999999999994,0.882,Nonspecialized,0.534,0.033,0.16899999999999998,0.07200000000000001,11.0,14.82,0.337,0.11900000000000001,0.10400000000000001,0.14,0.045,0.287,3730.0,2160.0,273,4758,b
"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,13.0,9.0,0.188,0.162,0.35700000000000004,0.293,0.134,0.001,0.01,0.266,0.523,0.033,0.34,0.597,Manufacturing-dependent,0.53,0.061,0.272,0.102,13.0,16.65,0.304,0.14800000000000002,0.139,0.109,0.109,0.3,1900.0,1990.0,332,4759,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,9.0,12.0,0.11723446893787574,0.1533066132264529,0.3597194388777555,0.3697394789579158,0.253,0.027000000000000003,0.012,0.195,0.495,0.142,0.008,0.7909999999999999,Recreation,0.379,0.083,0.233,0.13,12.0,21.46,0.28,0.266,0.11800000000000001,0.159,0.073,0.326,2700.0,1999.0,294,4771,b
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",25.0,5.0,0.11111111111111112,0.21212121212121213,0.4353535353535353,0.2414141414141414,0.055999999999999994,0.8340000000000001,0.004,0.366,0.48,0.009000000000000001,0.006,0.115,Nonspecialized,0.40399999999999997,0.162,0.396,0.127,13.0,14.82,0.314,0.3,0.069,0.16899999999999998,0.051,0.28600000000000003,820.0,1020.0,240,4776,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,15.0,11.0,0.144578313253012,0.11746987951807228,0.393574297188755,0.34437751004016065,0.15,0.008,0.013999999999999999,0.248,0.494,0.071,0.08900000000000001,0.825,Manufacturing-dependent,0.44299999999999995,0.07,0.258,0.11,9.0,32.5,0.326,0.27699999999999997,0.10300000000000001,0.147,0.09300000000000001,0.304,3769.0,3450.0,362,4778,a
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",8.0,16.0,0.23053589484327605,0.0717896865520728,0.4014155712841254,0.29625884732052576,0.237,0.006999999999999999,0.003,0.196,0.495,0.016,0.0,0.965,Recreation,0.49200000000000005,0.045,0.313,0.157,11.0,14.82,0.26,0.174,0.08800000000000001,0.14800000000000002,0.142,0.281,1609.0,950.0,253,4779,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",12.0,11.0,0.12622309197651665,0.2054794520547945,0.4980430528375734,0.17025440313111545,0.198,0.004,0.006999999999999999,0.195,0.508,0.009000000000000001,0.003,0.9740000000000001,Federal/State government-dependent,0.35700000000000004,0.085,0.203,0.068,14.0,31.07,0.314,0.39399999999999996,0.126,0.147,0.1,0.32,1609.0,1350.0,318,4782,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,13.0,11.0,0.13313313313313316,0.2532532532532533,0.3223223223223224,0.2912912912912913,0.153,0.008,0.009000000000000001,0.249,0.514,0.045,0.166,0.769,Manufacturing-dependent,0.431,0.068,0.251,0.071,13.0,37.93,0.348,0.251,0.11800000000000001,0.147,0.135,0.368,4410.0,2749.0,458,4783,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",8.0,9.0,0.3528816986855409,0.07987866531850353,0.3185035389282103,0.2487360970677452,0.149,0.0,0.012,0.19899999999999998,0.503,0.016,0.0,0.932,Nonspecialized,0.573,0.036000000000000004,0.106,0.028999999999999998,11.0,11.65,0.233,0.141,0.081,0.19,0.066,0.18600000000000003,2470.0,910.0,206,4785,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,10.0,8.0,0.337,0.05,0.253,0.36,0.139,0.0,0.0,0.23199999999999998,0.49200000000000005,0.022000000000000002,0.002,0.9440000000000001,Nonspecialized,0.501,0.046,0.114,0.035,12.0,8.6,0.27899999999999997,0.156,0.083,0.22399999999999998,0.055,0.179,1660.0,2149.0,260,4787,a
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,8.0,7.0,0.3139418254764293,0.06920762286860584,0.2557673019057172,0.36108324974924777,0.147,0.016,0.012,0.201,0.488,0.055999999999999994,0.01,0.8909999999999999,Recreation,0.49700000000000005,0.064,0.152,0.10300000000000001,13.0,14.59,0.185,0.222,0.065,0.113,0.154,0.196,2350.0,1369.0,193,4788,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",9.0,3.0,0.5342741935483871,0.05544354838709677,0.18548387096774194,0.2247983870967742,0.08800000000000001,0.015,0.004,0.187,0.44799999999999995,0.09699999999999999,0.003,0.877,Recreation,0.638,0.048,0.212,0.166,11.0,20.73,0.175,0.205,0.053,0.272,0.087,0.152,1889.0,1490.0,114,4789,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",10.0,12.0,0.14384920634920634,0.12103174603174605,0.4186507936507936,0.31646825396825395,0.174,0.004,0.01,0.20600000000000002,0.496,0.01,0.006,0.963,Nonspecialized,0.47100000000000003,0.073,0.165,0.055,10.0,16.85,0.336,0.248,0.121,0.171,0.07400000000000001,0.28800000000000003,5259.0,1849.0,247,4790,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,9.0,13.0,0.12704918032786885,0.1403688524590164,0.42315573770491793,0.3094262295081967,0.175,0.0,0.0,0.207,0.47600000000000003,0.026000000000000002,0.027000000000000003,0.9359999999999999,Nonspecialized,0.413,0.073,0.147,0.027000000000000003,13.0,17.51,0.273,0.192,0.11199999999999999,0.16899999999999998,0.075,0.23199999999999998,1559.0,1969.0,274,4791,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",12.0,14.0,0.142,0.183,0.377,0.298,0.177,0.015,0.013999999999999999,0.226,0.524,0.027999999999999997,0.379,0.562,Nonspecialized,0.444,0.069,0.29,0.10099999999999999,12.0,31.85,0.37799999999999995,0.243,0.162,0.10099999999999999,0.11199999999999999,0.319,4190.0,1809.0,326,4793,a
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,12.0,6.0,0.2686116700201207,0.07142857142857141,0.32796780684104626,0.3319919517102615,0.10099999999999999,0.009000000000000001,0.036000000000000004,0.247,0.519,0.044000000000000004,0.414,0.484,Nonspecialized,0.516,0.055,0.109,0.037000000000000005,12.0,16.02,0.33,0.149,0.098,0.141,0.092,0.24100000000000002,1560.0,2189.0,256,4798,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,10.0,11.0,0.10467479674796748,0.2113821138211382,0.4471544715447153,0.2367886178861789,0.17,0.013000000000000001,0.0,0.237,0.499,0.02,0.009000000000000001,0.963,Farm-dependent,0.45,0.062,0.21,0.095,12.0,20.84,0.37200000000000005,0.237,0.11900000000000001,0.147,0.071,0.32799999999999996,6240.0,12379.0,353,4799,a
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",8.0,12.0,0.3143438453713123,0.06408952187182096,0.32146490335707023,0.30010172939979657,0.24,0.013999999999999999,0.009000000000000001,0.177,0.515,0.006999999999999999,0.008,0.963,Recreation,0.501,0.055,0.179,0.07200000000000001,10.0,16.67,0.235,0.177,0.087,0.166,0.07,0.215,2310.0,810.0,199,4801,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",8.0,12.0,0.2359328726554788,0.0809476801579467,0.3800592300098717,0.3030602171767029,0.228,0.001,0.009000000000000001,0.204,0.49,0.033,0.002,0.9470000000000001,Recreation,0.522,0.063,0.175,0.051,12.0,14.1,0.264,0.205,0.09699999999999999,0.21600000000000003,0.063,0.303,2519.0,2519.0,226,4803,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,15.0,11.0,0.2092092092092092,0.16616616616616614,0.28428428428428426,0.3403403403403404,0.141,0.008,0.013000000000000001,0.233,0.515,0.04,0.524,0.397,Federal/State government-dependent,0.449,0.075,0.198,0.051,12.0,8.88,0.41100000000000003,0.233,0.142,0.135,0.114,0.285,989.0,2410.0,320,4805,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,7.0,10.0,0.10300000000000001,0.267,0.414,0.21600000000000003,0.175,0.0,0.008,0.17,0.45,0.013999999999999999,0.733,0.22699999999999998,Federal/State government-dependent,0.292,0.125,0.253,0.085,13.0,20.71,0.386,0.205,0.157,0.147,0.147,0.284,10400.0,4700.0,261,4810,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",10.0,12.0,0.18712273641851107,0.11770623742454728,0.375251509054326,0.3199195171026157,0.184,0.064,0.005,0.19399999999999998,0.41200000000000003,0.031,0.013000000000000001,0.8759999999999999,Farm-dependent,0.431,0.03,0.159,0.069,12.0,21.26,0.306,0.21100000000000002,0.094,0.16,0.06,0.266,2340.0,1170.0,219,4811,a
"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,14.0,10.0,0.1577350859453994,0.07987866531850353,0.4883720930232558,0.2740141557128413,0.16699999999999998,0.0,0.004,0.252,0.508,0.013000000000000001,0.005,0.9670000000000001,Manufacturing-dependent,0.5579999999999999,0.035,0.162,0.07,13.0,17.49,0.289,0.145,0.109,0.307,0.047,0.256,4130.0,2139.0,306,4813,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",15.0,24.0,0.25472636815920396,0.2179104477611941,0.25970149253731345,0.2676616915422886,0.282,0.017,0.009000000000000001,0.21899999999999997,0.515,0.163,0.009000000000000001,0.809,Farm-dependent,0.6629999999999999,0.032,0.22399999999999998,0.145,9.0,14.82,0.289,0.205,0.113,0.147,0.08199999999999999,0.294,1609.0,1350.0,312,4815,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,10.0,11.0,0.15491559086395235,0.09731876861966238,0.4498510427010925,0.2979145978152929,0.198,0.085,0.013999999999999999,0.218,0.495,0.024,0.0,0.875,Nonspecialized,0.512,0.039,0.162,0.069,11.0,17.8,0.358,0.21100000000000002,0.106,0.273,0.069,0.247,1889.0,1599.0,241,4817,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,14.0,7.0,0.1485148514851485,0.3237623762376238,0.21089108910891088,0.31683168316831684,0.11900000000000001,0.025,0.01,0.298,0.489,0.569,0.004,0.387,Farm-dependent,0.527,0.16899999999999998,0.304,0.11599999999999999,8.0,18.43,0.226,0.205,0.079,0.147,0.054000000000000006,0.155,3090.0,2690.0,220,4818,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",7.0,16.0,0.2157258064516129,0.2358870967741936,0.2600806451612903,0.2883064516129032,0.228,0.006999999999999999,0.004,0.23199999999999998,0.499,0.278,0.025,0.6890000000000001,Farm-dependent,0.419,0.042,0.406,0.27699999999999997,10.0,14.82,0.28800000000000003,0.205,0.122,0.147,0.08199999999999999,0.28300000000000003,1609.0,1649.0,249,4819,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,9.0,9.0,0.18844984802431614,0.0678824721377913,0.4184397163120568,0.32522796352583594,0.166,0.016,0.006,0.237,0.499,0.03,0.006,0.9390000000000001,Farm-dependent,0.542,0.04,0.149,0.09,8.0,27.53,0.33399999999999996,0.18899999999999997,0.096,0.19399999999999998,0.066,0.217,6269.0,1569.0,240,4820,a
"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,15.0,6.0,0.2459349593495935,0.09857723577235772,0.3099593495934959,0.3455284552845529,0.083,0.006,0.032,0.228,0.439,0.1,0.114,0.715,Federal/State government-dependent,0.295,0.081,0.212,0.09699999999999999,10.0,20.84,0.35,0.231,0.09300000000000001,0.221,0.066,0.272,1210.0,3539.0,350,4821,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",11.0,13.0,0.312625250501002,0.03406813627254509,0.30260521042084165,0.3507014028056112,0.2,0.011000000000000001,0.001,0.245,0.504,0.107,0.0,0.867,Nonspecialized,0.48,0.049,0.21100000000000002,0.161,10.0,14.82,0.29100000000000004,0.205,0.111,0.147,0.08199999999999999,0.272,1609.0,1350.0,325,4823,b
"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",7.0,7.0,0.2144985104270109,0.1032770605759682,0.42005958291956297,0.26216484607745777,0.251,0.0,0.0,0.16699999999999998,0.488,0.013999999999999999,0.0,0.977,Farm-dependent,0.625,0.042,0.159,0.08199999999999999,10.0,14.82,0.314,0.13699999999999998,0.086,0.213,0.08199999999999999,0.35700000000000004,1609.0,1350.0,169,4825,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,10.0,11.0,0.22998986828774065,0.07598784194528875,0.3708206686930091,0.3232016210739615,0.16699999999999998,0.0,0.006999999999999999,0.22699999999999998,0.516,0.009000000000000001,0.006,0.961,Farm-dependent,0.544,0.055999999999999994,0.128,0.044000000000000004,12.0,19.29,0.28800000000000003,0.205,0.09,0.147,0.054000000000000006,0.284,6429.0,4229.0,250,4826,b
"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,9.0,10.0,0.14940239043824702,0.14243027888446216,0.45019920318725104,0.25796812749003983,0.171,0.002,0.003,0.243,0.494,0.011000000000000001,0.11699999999999999,0.856,Nonspecialized,0.41100000000000003,0.077,0.23199999999999998,0.08,12.0,26.04,0.348,0.214,0.129,0.147,0.11699999999999999,0.27899999999999997,1609.0,8670.0,352,4827,b
Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,11.0,7.0,0.39520958083832336,0.11077844311377244,0.18263473053892212,0.31137724550898205,0.136,0.005,0.17,0.235,0.512,0.245,0.083,0.46399999999999997,Nonspecialized,0.49200000000000005,0.055999999999999994,0.166,0.078,8.0,6.14,0.226,0.11699999999999999,0.08800000000000001,0.183,0.078,0.17,1249.0,1049.0,201,4829,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,12.0,14.0,0.12296747967479675,0.20934959349593496,0.3821138211382114,0.2855691056910569,0.17600000000000002,0.0,0.017,0.214,0.512,0.019,0.384,0.5760000000000001,Nonspecialized,0.44299999999999995,0.061,0.20199999999999999,0.043,13.0,27.22,0.38799999999999996,0.252,0.146,0.147,0.115,0.354,4270.0,2430.0,326,4830,a
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a large metro area,13.0,12.0,0.183,0.14300000000000002,0.397,0.27699999999999997,0.158,0.005,0.0,0.225,0.5,0.087,0.055999999999999994,0.8320000000000001,Nonspecialized,0.48,0.06,0.213,0.092,10.0,19.17,0.34299999999999997,0.285,0.11900000000000001,0.17,0.07400000000000001,0.293,3530.0,1790.0,337,4832,b
"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",6.0,8.0,0.1103309929789368,0.3711133400200602,0.3039117352056168,0.21464393179538616,0.156,0.005,0.006999999999999999,0.127,0.311,0.544,0.006999999999999999,0.434,Farm-dependent,0.35200000000000004,0.031,0.311,0.188,10.0,14.82,0.313,0.205,0.098,0.147,0.08199999999999999,0.271,5589.0,1350.0,289,4833,b
"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",11.0,13.0,0.11534603811434305,0.20561685055165496,0.3149448345035105,0.36409227683049145,0.16899999999999998,0.044000000000000004,0.01,0.23199999999999998,0.51,0.051,0.3,0.6,Nonspecialized,0.402,0.087,0.256,0.096,12.0,41.3,0.315,0.23199999999999998,0.134,0.147,0.121,0.275,4650.0,2499.0,381,4835,b
"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,12.0,12.0,0.261,0.102,0.298,0.33899999999999997,0.16699999999999998,0.015,0.021,0.25,0.505,0.11,0.019,0.845,Nonspecialized,0.498,0.042,0.17800000000000002,0.086,10.0,18.5,0.32799999999999996,0.098,0.08,0.09699999999999999,0.064,0.268,2259.0,1160.0,227,4836,b
